tree   x   y   rad   votes   z_min   z_max   points
11   -1.23664   7.32036   0.075   11   12.9   13.4   34   
11   -1.28181   7.37004   0.075   8   13.4   13.9   41   
11   -1.3647   7.29673   0.075   6   13.9   14.4   31   
11   -1.18412   7.34672   0.075   6   14.4   14.9   19   
11   -1.28442   7.39673   0.05   7   14.9   15.4   22   
11   -1.23201   7.39673   0.075   6   15.4   15.9   18   
11   -1.17324   7.42173   0.05   6   15.9   16.4   21   
11   -1.18205   7.44949   0.075   6   16.4   16.9   20   
11   -1.19631   7.44205   0.075   6   16.9   17.4   18   
11   -1.27938   7.39925   0.075   6   17.4   17.9   26   
11   -1.12576   7.55194   0.075   6   17.9   18.4   27   
11   -1.33395   7.51784   0.05   4   18.4   18.9   37   
11   -1.37508   7.48076   0.075   4   18.9   19.4   25   
11   -1.34081   7.46838   0.05   5   19.4   19.9   44   
11   -1.41914   6.73214   0.075   4   19.9   20.4   67   
11   -1.22037   7.57915   0.075   4   20.4   20.9   41   
11   -1.82928   7.59612   0.075   5   20.9   21.4   35   
11   -1.26708   7.43627   0.025   4   21.4   21.9   36   
11   -1.31526   6.5932   0.025   3   21.9   22.4   22   
11   -0.819889   7.30577   0.025   3   22.4   22.9   17   
11   -1.28299   7.51222   0.025   3   22.9   23.4   12   
12   -1.21717   4.37058   0.125   19   -0.6   -0.1   241   
12   -1.19765   4.43702   0.15   20   -0.1   0.4   225   
12   -1.19056   4.45414   0.15   20   0.4   0.9   249   
12   -1.31996   4.42123   0.075   15   0.9   1.4   279   
12   -1.0502   4.51433   0.1   13   1.4   1.9   235   
12   -1.37207   4.39224   0.075   15   1.9   2.4   225   
12   -1.38418   4.37953   0.075   13   2.4   2.9   210   
12   -1.39981   4.37599   0.075   11   2.9   3.4   169   
12   -1.41573   4.36778   0.075   11   3.4   3.9   153   
12   -1.4335   4.36017   0.075   13   3.9   4.4   148   
12   -1.44416   4.3679   0.075   16   4.4   4.9   150   
12   -1.45162   4.36566   0.075   17   4.9   5.4   135   
12   -1.46845   4.39117   0.075   15   5.4   5.9   113   
12   -1.47656   4.37734   0.075   14   5.9   6.4   112   
12   -1.52729   4.38715   0.075   16   6.4   6.9   117   
12   -1.56965   4.33205   0.075   13   6.9   7.4   152   
12   -1.09334   3.80192   0.075   14   7.4   7.9   348   
12   -1.2827   4.69007   0.075   11   7.9   8.4   307   
12   -1.49753   4.69349   0.075   11   8.4   8.9   188   
12   -0.639031   4.68287   0.075   11   8.9   9.4   197   
12   -1.59908   4.39681   0.075   8   9.4   9.9   122   
12   -1.65516   4.75389   0.075   9   9.9   10.4   146   
12   -1.71181   4.40843   0.075   9   10.4   10.9   107   
12   -0.57372   4.64185   0.05   6   10.9   11.4   51   
12   -1.87905   4.59059   0.075   6   11.4   11.9   48   
12   -1.70908   4.56094   0.05   6   11.9   12.4   37   
12   -1.78699   4.78896   0.075   6   12.4   12.9   51   
12   -1.71206   4.72152   0.075   8   12.9   13.4   71   
12   -1.53059   4.58432   0.075   8   13.4   13.9   54   
12   -1.55235   4.56653   0.075   6   13.9   14.4   40   
12   -1.49707   4.80023   0.075   8   14.4   14.9   58   
12   -1.74406   4.66237   0.075   5   14.9   15.4   37   
12   -1.6476   4.78968   0.05   6   15.4   15.9   34   
12   -1.52862   4.8143   0.075   7   15.9   16.4   39   
12   -1.69875   4.60238   0.075   5   16.4   16.9   27   
12   -1.66634   4.73982   0.05   4   16.9   17.4   21   
12   -1.87829   4.29088   0.075   4   17.4   17.9   43   
12   -1.73167   4.19237   0.05   5   17.9   18.4   65   
12   -1.78183   4.90244   0.025   3   18.4   18.9   31   
12   -1.7999   4.36669   0.05   4   18.9   19.4   31   
12   -1.86526   4.38669   0.075   4   19.4   19.9   32   
12   -1.61997   4.70997   0.075   4   19.9   20.4   15   
12   -1.88479   4.50829   0.075   5   20.4   20.9   26   
12   -1.55174   4.4471   0.025   3   20.9   21.4   19   
12   -1.88828   4.04008   0.05   3   21.4   21.9   18   
12   -1.9131   4.40064   0.05   3   21.9   22.4   12   
12   -0.620041   4.47396   0.075   4   22.4   22.9   13   
13   1.48597   -1.74279   0.125   25   -0.6   -0.1   432   
13   1.47939   -1.71822   0.125   16   -0.1   0.4   402   
13   1.48617   -1.69612   0.125   15   0.4   0.9   404   
13   1.47026   -1.71186   0.1   13   0.9   1.4   444   
13   1.47212   -1.68973   0.1   17   1.4   1.9   384   
13   1.47206   -1.67248   0.1   17   1.9   2.4   297   
13   1.46818   -1.65954   0.1   22   2.4   2.9   251   
13   1.4727   -1.62821   0.1   22   2.9   3.4   221   
13   1.47338   -1.6075   0.1   22   3.4   3.9   139   
13   1.46042   -1.57827   0.1   22   3.9   4.4   102   
13   1.46639   -1.57827   0.1   22   4.4   4.9   86   
13   1.45291   -1.52827   0.1   21   4.9   5.4   89   
13   1.46538   -1.50327   0.1   19   5.4   5.9   87   
13   1.45835   -1.47827   0.1   21   5.9   6.4   76   
13   1.45364   -1.45005   0.1   19   6.4   6.9   75   
13   1.47412   -1.42827   0.1   21   6.9   7.4   76   
13   1.47773   -1.40327   0.1   18   7.4   7.9   84   
13   1.46679   -1.37827   0.1   16   7.9   8.4   55   
13   1.47292   -1.37827   0.1   14   8.4   8.9   55   
13   1.4592   -1.32827   0.1   11   8.9   9.4   40   
13   1.48685   -1.30327   0.1   12   9.4   9.9   41   
13   1.48683   -1.27827   0.1   13   9.9   10.4   43   
13   1.48131   -1.27535   0.1   11   10.4   10.9   57   
13   1.50001   -1.24109   0.1   11   10.9   11.4   67   
13   1.53574   -1.25327   0.1   10   11.4   11.9   49   
13   1.52363   -1.20327   0.075   10   11.9   12.4   35   
13   1.52841   -1.17827   0.075   12   12.4   12.9   33   
13   1.54861   -1.20273   0.075   7   12.9   13.4   50   
13   1.50622   -1.09068   0.075   6   13.4   13.9   54   
13   1.55768   -1.11302   0.05   7   13.9   14.4   32   
13   1.5224   -1.15972   0.075   7   14.4   14.9   29   
13   1.51022   -1.10428   0.075   8   14.9   15.4   46   
13   1.5684   -1.17942   0.05   7   15.4   15.9   27   
13   1.58587   -1.11721   0.075   6   15.9   16.4   26   
13   1.49547   -1.28862   0.075   6   16.4   16.9   31   
13   1.58479   -1.2059   0.05   5   16.9   17.4   28   
13   1.02725   -1.62009   0.05   5   17.4   17.9   77   
13   1.34265   -1.61582   0.075   5   17.9   18.4   64   
13   1.10126   -1.70923   0.025   4   18.4   18.9   53   
13   0.894645   -2.04796   0.025   3   18.9   19.4   48   
13   1.40736   -1.39747   0.05   4   19.4   19.9   40   
13   1.10483   -1.83222   0.075   4   19.9   20.4   46   
13   1.48925   -1.22887   0.075   4   20.4   20.9   21   
13   0.795049   -1.60678   0.05   4   20.9   21.4   35   
13   1.18635   -1.44888   0.05   3   21.4   21.9   7   
14   1.59246   1.28888   0.125   21   -0.6   -0.1   414   
14   1.56883   1.30118   0.125   19   -0.1   0.4   400   
14   1.58215   1.35813   0.15   15   0.4   0.9   358   
14   1.5319   1.34313   0.1   15   0.9   1.4   289   
14   1.54682   1.36268   0.1   16   1.4   1.9   323   
14   1.55709   1.40496   0.1   16   1.9   2.4   277   
14   1.55736   1.40466   0.1   16   2.4   2.9   216   
14   1.57847   1.43395   0.1   18   2.9   3.4   184   
14   1.59074   1.43353   0.1   16   3.4   3.9   126   
14   1.58263   1.4393   0.1   18   3.9   4.4   97   
14   1.58391   1.45117   0.1   21   4.4   4.9   95   
14   1.58218   1.44883   0.1   20   4.9   5.4   83   
14   1.58786   1.45986   0.1   19   5.4   5.9   77   
14   1.58081   1.47173   0.1   16   5.9   6.4   76   
14   1.56966   1.46596   0.1   19   6.4   6.9   65   
14   1.55063   1.4898   0.1   17   6.9   7.4   68   
14   1.54497   1.52173   0.1   15   7.4   7.9   58   
14   1.51096   1.52173   0.1   14   7.9   8.4   62   
14   1.50173   1.54673   0.075   12   8.4   8.9   47   
14   1.48431   1.57173   0.075   11   8.9   9.4   49   
14   1.49628   1.62173   0.075   13   9.4   9.9   44   
14   1.5204   1.62173   0.075   14   9.9   10.4   39   
14   1.5839   1.69673   0.075   11   10.4   10.9   45   
14   1.56452   1.69673   0.075   9   10.9   11.4   35   
14   1.56869   1.72173   0.075   11   11.4   11.9   46   
14   1.54755   1.77173   0.075   8   11.9   12.4   44   
14   1.5735   1.77173   0.075   12   12.4   12.9   36   
14   1.5275   1.77173   0.075   8   12.9   13.4   43   
14   1.58197   1.87173   0.075   8   13.4   13.9   20   
14   1.57782   1.89673   0.075   9   13.9   14.4   27   
14   1.5922   1.89673   0.075   11   14.4   14.9   24   
14   1.58162   1.89673   0.05   6   14.9   15.4   20   
14   1.53752   1.99673   0.05   6   15.4   15.9   13   
14   1.58625   1.89673   0.05   5   15.9   16.4   13   
14   1.58098   1.89673   0.05   5   16.4   16.9   13   
14   1.53909   1.89673   0.05   5   16.9   17.4   14   
14   1.49115   2.05635   0.025   3   17.4   17.9   18   
14   1.58997   1.93951   0.025   5   17.9   18.4   28   
14   1.51442   1.91901   0.05   3   18.4   18.9   14   
14   1.51342   1.87173   0.075   4   18.9   19.4   10   
14   1.45286   2.01746   0.05   4   19.4   19.9   27   
14   1.71423   1.60116   0.05   4   19.9   20.4   43   
14   1.05431   0.9926   0.075   4   20.4   20.9   46   
14   2.02436   1.00728   0.05   4   20.9   21.4   37   
14   1.5062   1.67692   0.025   3   21.4   21.9   14   
15   1.53297   -4.73946   0.1   14   -0.6   -0.1   569   
15   1.55162   -4.66266   0.1   18   -0.1   0.4   456   
15   1.59118   -4.57072   0.1   16   0.4   0.9   354   
15   1.6419   -4.48441   0.1   20   0.9   1.4   342   
15   1.70038   -4.41196   0.1   20   1.4   1.9   276   
15   1.77501   -4.32827   0.1   21   1.9   2.4   291   
15   1.82501   -4.22827   0.1   22   2.4   2.9   195   
15   1.90001   -4.17827   0.1   22   2.9   3.4   160   
15   1.95001   -4.10327   0.1   17   3.4   3.9   131   
15   2.02501   -4.02828   0.075   15   3.9   4.4   76   
15   2.05001   -3.97827   0.075   9   4.4   4.9   31   
15   1.59643   -3.82505   0.025   3   15.4   15.9   8   
15   1.43721   -4.41721   0.05   5   15.9   16.4   40   
15   2.18502   -4.75789   0.075   7   16.4   16.9   103   
15   1.36695   -4.77611   0.075   5   16.9   17.4   78   
15   1.28429   -4.25406   0.075   8   17.4   17.9   130   
15   2.0838   -4.33291   0.075   7   17.9   18.4   114   
15   1.81332   -4.01213   0.05   5   18.4   18.9   60   
15   1.57304   -5.06187   0.05   4   18.9   19.4   51   
15   1.75457   -4.68804   0.05   4   19.4   19.9   8   
16   1.783   7.17014   0.15   20   -0.6   -0.1   244   
16   1.7669   7.19543   0.15   18   -0.1   0.4   232   
16   1.76863   7.21333   0.125   22   0.4   0.9   224   
16   1.76043   7.24396   0.125   24   0.9   1.4   215   
16   1.76816   7.27589   0.125   24   1.4   1.9   189   
16   1.77174   7.2905   0.125   21   1.9   2.4   197   
16   1.79119   7.30462   0.125   24   2.4   2.9   174   
16   1.79615   7.32086   0.125   24   2.9   3.4   164   
16   1.79578   7.31841   0.125   20   3.4   3.9   160   
16   1.7992   7.32172   0.125   24   3.9   4.4   152   
16   1.80076   7.34034   0.125   19   4.4   4.9   147   
16   1.80483   7.37173   0.125   18   4.9   5.4   136   
16   1.79418   7.37173   0.125   18   5.4   5.9   109   
16   1.79899   7.39673   0.125   25   5.9   6.4   124   
16   1.81889   7.39673   0.1   15   6.4   6.9   94   
16   1.82072   7.42173   0.1   19   6.9   7.4   89   
16   1.82915   7.44672   0.1   22   7.4   7.9   82   
16   1.82056   7.47172   0.1   18   7.9   8.4   77   
16   1.82654   7.49673   0.1   21   8.4   8.9   97   
16   1.84244   7.49673   0.1   14   8.9   9.4   67   
16   1.8143   7.49673   0.1   16   9.4   9.9   69   
16   1.81237   7.52173   0.1   14   9.9   10.4   56   
16   1.81144   7.52173   0.1   18   10.4   10.9   60   
16   1.83789   7.57172   0.1   15   10.9   11.4   69   
16   1.77321   7.60065   0.1   12   11.4   11.9   41   
16   1.79475   7.6261   0.1   14   11.9   12.4   46   
16   1.80164   7.61093   0.1   11   12.4   12.9   85   
16   1.81025   7.63799   0.1   11   12.9   13.4   53   
16   1.6918   7.64809   0.1   8   13.4   13.9   39   
16   1.81136   7.67173   0.1   11   13.9   14.4   30   
16   1.66444   7.65781   0.1   8   14.4   14.9   46   
16   1.85701   7.72115   0.1   7   14.9   15.4   25   
16   1.74393   7.71528   0.1   6   15.4   15.9   47   
16   1.82347   7.6975   0.075   8   15.9   16.4   56   
16   1.80723   7.70301   0.075   6   16.4   16.9   31   
16   1.67106   7.75371   0.075   6   16.9   17.4   41   
16   1.63404   7.26236   0.075   6   17.4   17.9   54   
16   1.76977   7.6569   0.075   6   17.9   18.4   55   
16   1.76334   7.78254   0.025   4   18.4   18.9   47   
16   1.79659   7.83518   0.05   5   18.9   19.4   36   
16   1.74545   7.66386   0.075   5   19.4   19.9   37   
16   1.54362   7.81004   0.05   4   19.9   20.4   35   
16   1.81948   7.76134   0.075   5   20.4   20.9   33   
16   2.44071   7.37578   0.05   5   20.9   21.4   47   
16   1.298   7.29897   0.025   3   21.4   21.9   20   
16   1.16709   6.85375   0.05   4   21.9   22.4   35   
16   2.13305   7.45321   0.05   3   22.4   22.9   20   
17   4.2745   -7.8015   0.175   22   -0.6   -0.1   1032   
17   4.28153   -7.7779   0.175   25   -0.1   0.4   964   
17   4.30838   -7.76578   0.175   20   0.4   0.9   712   
17   4.30991   -7.75451   0.175   22   0.9   1.4   517   
17   4.31844   -7.73805   0.175   24   1.4   1.9   420   
17   4.33283   -7.73556   0.175   22   1.9   2.4   291   
17   4.33741   -7.71851   0.175   18   2.4   2.9   147   
17   4.32404   -7.67699   0.15   24   2.9   3.4   126   
17   4.32663   -7.64866   0.15   22   3.4   3.9   119   
17   4.32366   -7.65191   0.15   28   3.9   4.4   105   
17   4.31671   -7.62479   0.15   26   4.4   4.9   103   
17   4.31802   -7.60565   0.15   19   4.9   5.4   81   
17   4.31346   -7.57828   0.15   23   5.4   5.9   80   
17   4.27933   -7.52828   0.15   21   5.9   6.4   84   
17   4.29713   -7.50328   0.15   24   6.4   6.9   84   
17   4.27856   -7.47828   0.15   19   6.9   7.4   69   
17   4.28819   -7.45328   0.15   19   7.4   7.9   61   
17   4.26133   -7.42306   0.15   15   7.9   8.4   55   
17   4.2636   -7.40328   0.125   16   8.4   8.9   69   
17   4.26552   -7.35328   0.125   17   8.9   9.4   61   
17   4.2816   -7.32828   0.125   16   9.4   9.9   71   
17   4.30477   -7.30328   0.125   13   9.9   10.4   41   
17   4.28392   -7.27828   0.125   11   10.4   10.9   51   
17   4.29198   -7.2633   0.125   13   10.9   11.4   61   
17   4.26231   -7.22828   0.1   10   11.4   11.9   36   
17   4.27792   -7.20328   0.1   12   11.9   12.4   33   
17   4.23003   -7.20851   0.1   9   12.4   12.9   71   
17   4.25651   -7.14163   0.1   9   12.9   13.4   67   
17   4.2963   -7.14405   0.1   9   13.4   13.9   21   
17   4.29201   -7.15328   0.1   8   13.9   14.4   29   
17   4.13394   -7.32828   0.075   6   14.4   14.9   44   
17   4.25531   -7.19076   0.075   5   14.9   15.4   33   
17   4.25878   -7.06482   0.05   5   15.4   15.9   21   
17   4.1058   -7.14807   0.05   6   15.9   16.4   22   
17   4.131   -7.1575   0.05   5   16.4   16.9   29   
17   4.0562   -7.18019   0.075   6   16.9   17.4   52   
17   4.74948   -8.04775   0.075   5   17.4   17.9   24   
17   4.1688   -7.09512   0.05   4   17.9   18.4   26   
17   3.77609   -7.91633   0.025   4   18.4   18.9   41   
17   3.92617   -7.31603   0.05   4   18.9   19.4   30   
17   3.99744   -7.75992   0.025   3   19.4   19.9   16   
17   3.58876   -7.71374   0.025   3   19.9   20.4   28   
17   4.33996   -7.91619   0.025   3   21.9   22.4   5   
18   4.55116   1.24827   0.15   20   -0.6   -0.1   203   
18   4.52989   1.27006   0.15   21   -0.1   0.4   194   
18   4.52581   1.27219   0.125   14   0.4   0.9   170   
18   4.5191   1.29328   0.125   14   0.9   1.4   157   
18   4.5352   1.30383   0.125   17   1.4   1.9   154   
18   4.53166   1.29557   0.125   21   1.9   2.4   142   
18   4.54039   1.3061   0.125   14   2.4   2.9   129   
18   4.55228   1.30999   0.125   20   2.9   3.4   127   
18   4.53149   1.31203   0.125   18   3.4   3.9   133   
18   4.53863   1.30853   0.125   16   3.9   4.4   113   
18   4.51887   1.30185   0.125   18   4.4   4.9   103   
18   4.51043   1.271   0.125   15   4.9   5.4   95   
18   4.5043   1.27301   0.125   19   5.4   5.9   110   
18   4.49441   1.29348   0.1   16   5.9   6.4   93   
18   4.49314   1.30456   0.1   16   6.4   6.9   88   
18   4.48828   1.29846   0.1   15   6.9   7.4   83   
18   4.50387   1.30723   0.1   17   7.4   7.9   71   
18   4.49882   1.30684   0.1   19   7.9   8.4   60   
18   4.51616   1.30423   0.1   19   8.4   8.9   50   
18   4.50476   1.30105   0.1   16   8.9   9.4   47   
18   4.49324   1.32893   0.1   14   9.4   9.9   42   
18   4.4851   1.33469   0.1   12   9.9   10.4   38   
18   4.48243   1.34533   0.1   12   10.4   10.9   36   
18   4.4776   1.36425   0.1   12   10.9   11.4   58   
18   4.46082   1.3456   0.1   10   11.4   11.9   56   
18   4.44374   1.36224   0.1   12   11.9   12.4   48   
18   4.4392   1.3729   0.1   10   12.4   12.9   40   
18   4.45046   1.3478   0.075   8   12.9   13.4   51   
18   4.44721   1.44673   0.075   6   13.4   13.9   26   
18   4.40852   1.39848   0.075   6   13.9   14.4   30   
18   4.42581   1.40333   0.075   7   14.4   14.9   25   
18   4.40143   1.38158   0.075   5   14.9   15.4   17   
18   4.37272   1.35454   0.075   5   15.4   15.9   33   
18   4.26384   1.49893   0.075   5   15.9   16.4   29   
18   4.34313   1.47443   0.075   5   16.4   16.9   32   
18   4.7599   1.08872   0.075   5   16.9   17.4   32   
18   4.31975   1.44665   0.075   5   17.4   17.9   30   
18   4.38344   1.55752   0.05   5   17.9   18.4   22   
18   4.22465   1.5405   0.025   3   18.4   18.9   25   
18   4.21493   1.3348   0.025   3   18.9   19.4   40   
18   3.93892   1.37935   0.025   3   19.4   19.9   35   
18   5.11239   1.6588   0.05   4   19.9   20.4   50   
18   4.12837   0.730727   0.05   4   20.4   20.9   40   
18   4.34378   1.35193   0.075   4   20.9   21.4   41   
18   5.02989   1.63868   0.05   4   21.4   21.9   40   
18   4.95895   1.27407   0.05   3   21.9   22.4   21   
18   4.2042   1.54553   0.075   4   22.4   22.9   15   
18   4.43334   1.89342   0.075   3   22.9   23.4   5   
19   7.54656   -1.68583   0.15   25   -0.6   -0.1   180   
19   7.5329   -1.68864   0.125   21   -0.1   0.4   172   
19   7.54855   -1.67716   0.125   21   0.4   0.9   178   
19   7.525   -1.67252   0.125   22   0.9   1.4   154   
19   7.52394   -1.67994   0.125   20   1.4   1.9   153   
19   7.5251   -1.6802   0.125   17   1.9   2.4   138   
19   7.52334   -1.67309   0.125   20   2.4   2.9   142   
19   7.50777   -1.67765   0.125   22   2.9   3.4   152   
19   7.52764   -1.67559   0.125   25   3.4   3.9   138   
19   7.51726   -1.67238   0.125   20   3.9   4.4   118   
19   7.51619   -1.68839   0.125   23   4.4   4.9   111   
19   7.51072   -1.6838   0.125   21   4.9   5.4   105   
19   7.51586   -1.68288   0.125   20   5.4   5.9   95   
19   7.49765   -1.67825   0.125   18   5.9   6.4   103   
19   7.51909   -1.67841   0.1   20   6.4   6.9   90   
19   7.50287   -1.68162   0.1   18   6.9   7.4   85   
19   7.486   -1.67212   0.1   18   7.4   7.9   67   
19   7.49114   -1.66394   0.1   15   7.9   8.4   60   
19   7.44874   -1.65119   0.1   13   8.4   8.9   56   
19   7.47629   -1.66271   0.1   16   8.9   9.4   57   
19   7.47017   -1.64775   0.1   16   9.4   9.9   65   
19   7.48026   -1.61552   0.1   13   9.9   10.4   53   
19   7.43761   -1.59151   0.1   14   10.4   10.9   65   
19   7.47802   -1.61944   0.1   13   10.9   11.4   50   
19   7.47651   -1.60612   0.1   12   11.4   11.9   58   
19   7.42135   -1.55588   0.1   9   11.9   12.4   40   
19   7.47276   -1.57975   0.1   11   12.4   12.9   39   
19   7.44669   -1.56328   0.1   12   12.9   13.4   52   
19   7.33058   -1.54869   0.1   7   13.4   13.9   50   
19   7.37915   -1.50539   0.1   9   13.9   14.4   44   
19   7.35089   -1.49377   0.075   7   14.4   14.9   33   
19   7.4103   -1.53297   0.075   8   14.9   15.4   45   
19   7.36713   -1.38372   0.075   6   15.4   15.9   42   
19   7.429   -1.44665   0.075   6   15.9   16.4   48   
19   7.30145   -1.42188   0.075   6   16.4   16.9   48   
19   7.32904   -1.53204   0.075   6   16.9   17.4   41   
19   7.00146   -2.04957   0.05   5   17.4   17.9   51   
19   7.40159   -1.49263   0.075   5   17.9   18.4   34   
19   7.30025   -1.40355   0.025   5   18.4   18.9   67   
19   7.23133   -1.06929   0.05   4   18.9   19.4   45   
19   7.3718   -1.42794   0.075   4   19.4   19.9   27   
19   7.51424   -1.43343   0.075   4   19.9   20.4   30   
19   7.35488   -1.64554   0.075   4   20.4   20.9   41   
19   7.29924   -1.94033   0.025   3   20.9   21.4   24   
20   7.52519   1.28488   0.175   10   -0.6   -0.1   127   
20   7.53412   1.26218   0.175   21   -0.1   0.4   141   
20   7.50533   1.24668   0.15   14   0.4   0.9   138   
20   7.50217   1.28568   0.15   18   0.9   1.4   134   
20   7.4785   1.28902   0.125   20   1.4   1.9   118   
20   7.47421   1.31756   0.125   15   1.9   2.4   110   
20   7.4707   1.34585   0.125   15   2.4   2.9   106   
20   7.44523   1.372   0.125   12   2.9   3.4   95   
20   7.44417   1.42173   0.125   18   3.4   3.9   91   
20   7.47093   1.44673   0.125   16   3.9   4.4   85   
20   7.46981   1.47173   0.125   15   4.4   4.9   75   
20   7.4637   1.53515   0.125   15   4.9   5.4   74   
20   7.44344   1.52173   0.1   12   5.4   5.9   62   
20   7.46149   1.54673   0.1   14   5.9   6.4   53   
20   7.42818   1.57173   0.1   12   6.4   6.9   67   
20   7.44688   1.62173   0.1   13   6.9   7.4   44   
20   7.44301   1.62173   0.1   13   7.4   7.9   48   
20   7.417   1.67173   0.1   14   7.9   8.4   42   
20   7.42754   1.69673   0.1   14   8.4   8.9   40   
20   7.42287   1.72173   0.1   10   8.9   9.4   36   
20   7.39083   1.77173   0.1   13   9.4   9.9   30   
20   7.40593   1.77173   0.1   13   9.9   10.4   47   
20   7.39928   1.74673   0.1   11   10.4   10.9   52   
20   7.38246   1.78905   0.1   10   10.9   11.4   40   
20   7.37292   1.79673   0.1   8   11.4   11.9   29   
20   7.38835   1.79673   0.1   7   11.9   12.4   26   
20   7.30178   1.71728   0.075   6   12.4   12.9   42   
20   7.72821   1.03273   0.075   6   12.9   13.4   44   
20   7.33107   1.78503   0.05   7   13.4   13.9   28   
20   7.29199   1.92173   0.05   5   13.9   14.4   24   
20   7.35841   1.97173   0.025   4   14.4   14.9   26   
20   7.64248   1.42289   0.05   5   14.9   15.4   54   
20   7.2241   1.58254   0.05   4   15.4   15.9   25   
20   7.3372   1.88644   0.05   4   15.9   16.4   15   
20   7.46797   1.91248   0.075   4   16.4   16.9   19   
20   7.8806   1.62173   0.075   5   16.9   17.4   17   
20   7.21281   1.4899   0.075   4   17.4   17.9   39   
20   7.25405   1.78355   0.075   4   17.9   18.4   35   
20   7.19295   1.74577   0.075   5   18.4   18.9   40   
20   7.05563   1.22579   0.025   3   18.9   19.4   38   
20   8.12729   1.1796   0.025   4   19.4   19.9   46   
20   7.53826   1.85338   0.025   3   19.9   20.4   28   
20   7.60355   0.840133   0.025   3   20.4   20.9   22   
20   7.05345   0.693224   0.05   4   20.9   21.4   25   
20   7.66498   1.55379   0.05   3   21.9   22.4   15   
21   -4.3865   -1.68405   0.1   13   -0.6   -0.1   146   
21   -4.41249   -1.59198   0.1   17   -0.1   0.4   143   
21   -4.40659   -1.50875   0.1   22   0.4   0.9   144   
21   -4.40161   -1.43369   0.1   23   0.9   1.4   156   
21   -4.34126   -1.32827   0.1   18   1.4   1.9   220   
21   -4.32435   -1.25327   0.1   17   1.9   2.4   218   
21   -4.30707   -1.15327   0.1   16   2.4   2.9   195   
21   -4.24367   -1.02827   0.1   15   2.9   3.4   166   
21   -4.19976   -0.953275   0.1   18   3.4   3.9   162   
21   -4.17499   -0.878275   0.1   19   3.9   4.4   118   
21   -4.12499   -0.853275   0.05   9   4.4   4.9   35   
21   -4.80868   -0.993239   0.075   5   15.9   16.4   15   
21   -4.77607   -1.25561   0.075   5   16.4   16.9   36   
22   -4.15212   7.1378   0.125   17   -0.6   -0.1   105   
22   -4.1764   7.12922   0.1   10   -0.1   0.4   109   
22   -4.17992   7.17384   0.1   18   0.4   0.9   109   
22   -4.17185   7.18005   0.1   13   0.9   1.4   100   
22   -4.1697   7.19197   0.1   20   1.4   1.9   114   
22   -4.17383   7.2264   0.1   23   1.9   2.4   149   
22   -4.17399   7.24908   0.1   19   2.4   2.9   130   
22   -4.18139   7.25865   0.1   15   2.9   3.4   131   
22   -4.18719   7.29673   0.1   17   3.4   3.9   108   
22   -4.17097   7.32173   0.1   20   3.9   4.4   127   
22   -4.17325   7.34673   0.1   23   4.4   4.9   115   
22   -4.18127   7.37173   0.1   19   4.9   5.4   95   
22   -4.18388   7.39673   0.1   18   5.4   5.9   81   
22   -4.18028   7.42173   0.1   19   5.9   6.4   73   
22   -4.17769   7.44673   0.1   19   6.4   6.9   72   
22   -4.24399   7.49673   0.1   17   6.9   7.4   74   
22   -4.24681   7.49673   0.1   14   7.4   7.9   54   
22   -4.23822   7.54673   0.075   12   7.9   8.4   53   
22   -4.25917   7.54673   0.075   10   8.4   8.9   47   
22   -4.23945   7.59673   0.075   10   8.9   9.4   38   
22   -4.25477   7.64673   0.075   10   9.4   9.9   26   
22   -4.27636   7.69673   0.075   8   9.9   10.4   31   
22   -4.30143   7.69673   0.075   10   10.4   10.9   27   
22   -4.29844   7.72173   0.075   8   10.9   11.4   22   
22   -4.27568   7.77173   0.075   9   11.4   11.9   39   
22   -4.31268   7.77173   0.075   10   11.9   12.4   27   
22   -4.29011   7.79673   0.075   10   12.4   12.9   37   
22   -4.36293   7.84673   0.05   7   12.9   13.4   19   
22   -4.34314   7.81911   0.05   6   13.4   13.9   26   
22   -4.36965   7.83971   0.025   4   13.9   14.4   10   
22   -4.27727   7.65599   0.025   3   14.9   15.4   8   
22   -3.87499   6.90392   0.05   4   15.9   16.4   19   
22   -4.11071   6.51202   0.075   4   16.4   16.9   20   
22   -3.83156   6.74683   0.075   6   16.9   17.4   33   
22   -4.40516   7.4349   0.05   4   17.4   17.9   46   
22   -4.46187   7.64938   0.075   4   17.9   18.4   39   
22   -4.06741   7.27049   0.075   6   18.4   18.9   73   
22   -3.92682   6.72058   0.05   4   18.9   19.4   21   
22   -4.63629   7.38961   0.025   3   19.4   19.9   16   
22   -4.47881   7.69679   0.05   4   19.9   20.4   30   
22   -4.343   7.36982   0.05   6   20.4   20.9   29   
22   -3.8887   7.82173   0.075   4   20.9   21.4   11   
22   -4.1287   7.37173   0.075   4   21.4   21.9   7   
23   4.67397   7.2439   0.175   17   -0.6   -0.1   149   
23   4.6622   7.26387   0.175   18   -0.1   0.4   148   
23   4.6305   7.26867   0.15   15   0.4   0.9   133   
23   4.61642   7.28536   0.15   21   0.9   1.4   156   
23   4.61087   7.30482   0.15   24   1.4   1.9   136   
23   4.61268   7.32426   0.15   25   1.9   2.4   135   
23   4.60077   7.32316   0.15   27   2.4   2.9   138   
23   4.61246   7.36159   0.125   24   2.9   3.4   122   
23   4.62159   7.36648   0.125   27   3.4   3.9   114   
23   4.63362   7.38701   0.125   12   3.9   4.4   105   
